caller,callee
10:b39b,5:5420
10:b42e,11:8686
10:b44e,5:559a
10:b482,5:8332
10:b4c8,11:9ca0
10:b4f6,5:5420
10:b5cd,5:8364
10:b5f3,5:560e
10:b612,5:55c6
10:b649,5:5438
10:b67a,5:57b2
10:b6a6,5:56e6
10:b6d7,5:56e6
10:b85a,3:266c
10:b873,3:2b1a
10:b87d,3:266c
10:b88d,3:2b1a
10:b93b,5:540e
10:b959,5:56c8
10:b963,5:540e
10:b9b5,5:5420
10:b9bf,5:540e
10:b9fb,5:548c
10:ba06,5:540e
10:ba4a,5:548c
10:ba81,5:548c
10:bbcf,5:669c
10:bd61,11:95ee
10:be37,11:95ee
10:c0e3,5:669c
10:c0fc,5:6692
10:c111,5:669c
10:c176,5:669a
10:c1a2,5:57b2
10:c1aa,5:6692
10:c1af,5:669a
10:c1db,5:57b2
10:c1e3,5:6692
10:c1f4,5:6434
10:c202,5:669a
10:c239,5:57b2
10:c2b6,5:648c
10:c2bb,5:6692
10:c2fc,5:6434
10:c311,5:669c
10:c3ed,5:669a
10:c42f,5:6692
10:c46f,5:669a
10:c4af,5:6692
10:c4e5,5:6434
10:c4f0,5:6456
10:c520,5:669a
10:c534,5:669a
10:c554,5:53c8
10:c566,5:669a
10:c58c,5:53c8
10:c5b9,5:53c8
10:c717,3:2b1a
10:ca77,5:669a
10:ca9e,5:57b2
10:cac2,5:57b2
10:caca,5:6692
10:cb14,5:548c
10:cb2a,5:548c
10:cb51,5:548c
10:cbb9,5:669a
10:cbd9,5:57b2
10:cbe1,5:6692
10:cc1f,3:266c
10:cc2b,3:2ad4
10:cc43,11:95ee
10:cccd,5:52b0
10:cce1,5:5092
10:ccf8,7:8064
10:d0bb,3:266c
10:d0ce,3:2b1a
10:d0db,3:2ad4
10:d110,5:572c
10:d164,5:5438
10:d198,5:572c
10:d1a2,5:540e
10:d1be,5:56c8
10:d1e5,5:56c8
10:d21a,5:540e
10:d224,5:540e
10:d240,5:56c8
10:d267,5:56c8
10:d271,5:540e
10:d325,3:266c
10:d338,3:2b1a
10:d345,3:2ad4
10:d37d,5:572c
10:d3b5,11:95ee
10:d3cb,11:95ee
10:d445,5:52b0
10:d459,5:5092
10:d470,7:8064
10:d776,3:266c
10:d789,3:2b1a
10:d796,3:2ad4
10:d7d8,5:572c
10:d82c,5:5438
10:d860,5:572c
10:d86a,5:540e
10:d886,5:56c8
10:d8ad,5:56c8
10:d8e2,5:540e
10:d8ec,5:540e
10:d908,5:56c8
10:d92f,5:56c8
10:d939,5:540e
10:d9a2,3:266c
10:d9b5,3:2b1a
10:d9c2,3:2ad4
10:d9f8,5:572c
10:da30,11:95ee
10:daef,5:5920
10:db97,5:5920
10:dbe0,11:95ee
10:dc15,11:95ee
10:dc3e,5:57b2
10:dd4f,5:538a
10:dda3,5:5358
10:ddf0,5:538a
10:de54,5:5358
10:dfcd,5:540e
10:dff0,5:5654
10:e024,5:5654
10:e050,5:5654
10:e05a,5:540e
10:e078,5:5aa6
10:e113,5:5438
10:e13d,3:266c
10:e149,3:2ad4
10:e157,3:28b0
10:e163,3:2ad4
10:e52d,11:9176
11:0008,2:17c0
11:0024,1:6ce0
11:0055,2:ad8c
11:0086,2:ad8c
11:010c,2:1876
11:0121,2:17ee
11:0156,2:17ee
11:01c9,2:2e90
11:01d0,5:8364
11:01fe,1:b80e
11:0213,1:b828
11:0226,1:b828
11:0239,1:85da
11:0278,2:17ee
11:0283,2:ad8c
11:028f,1:b828
11:02d0,6:1e72
11:0354,1:b80e
11:0369,1:b828
11:037c,1:b828
11:038b,2:180a
11:0399,2:17c0
11:03ca,1:b7f6
11:03f9,5:559a
11:0417,5:55c6
11:0428,5:65da
11:04a1,5:55c6
11:04d9,5:55c6
11:04e1,6:1e82
11:0500,2:ad8c
11:050c,1:b80e
11:0519,2:1876
11:055c,2:2e90
11:0563,5:8364
11:057b,1:85f2
11:058e,5:4fd8
11:05cb,5:4efc
11:05f8,5:4fd8
11:0658,5:4efc
11:067c,2:ad8c
11:0688,1:b80e
11:0695,2:1876
11:06a1,2:17c0
11:06ad,2:17ee
11:06b8,2:ad8c
11:06c4,1:b828
11:070e,2:ad8c
11:071a,1:b80e
11:0744,5:5534
11:0750,2:180a
11:077a,2:ad8c
11:0786,1:b80e
11:0798,6:1e72
11:07e8,5:5534
11:07fa,1:8b78
11:0824,5:4efc
11:0833,1:7d64
11:0855,5:5654
11:0863,5:65da
11:089f,5:5654
11:08a7,6:1e82
11:08bf,2:1766
11:08ce,1:51a4
11:08dd,2:ad8c
11:08e9,1:b80e
11:08f6,2:1876
11:0902,2:17ee
11:090e,2:ad8c
11:091a,1:b828
11:096c,5:5654
11:097e,1:b80e
11:0993,1:b828
11:09a6,1:b828
11:09b5,2:180a
11:09c3,2:17c0
11:0a1b,5:55c6
11:0a37,2:1766
11:0a49,1:525c
11:0a56,2:2f2a
11:0a65,1:51a4
11:0aff,2:1766
11:0b17,1:525c
11:0b24,2:2f2a
11:0b2d,1:51a4
11:0ba6,2:1766
11:0bb5,1:51a4
11:0bc2,2:180a
11:0bcd,2:1876
11:0bd8,2:17c0
11:0be4,2:17ee
11:0c08,1:b80e
11:0c1d,1:b828
11:0c2f,1:b828
11:0c3d,2:180a
11:0c4a,2:17c0
11:0c7a,2:17ee
11:0c8d,1:86f8
11:0ca9,2:1766
11:0cb8,2:ad62
11:0cc4,2:ad8c
11:0cd0,2:180a
11:0cdd,2:17c0
11:0d04,1:b7f6
11:0d17,2:198a
11:0d2b,2:18b6
11:0d4c,2:19c2
11:0d60,2:18ec
11:0d74,1:86f8
11:0d8f,2:1766
11:0da1,2:1766
11:0db0,2:180a
11:0dbc,2:1876
11:0dc8,2:17c0
11:0de7,2:17ee
11:0e03,1:51a4
11:0e10,2:180a
11:0e1c,2:1876
11:0e28,2:180a
11:0e40,2:17ee
11:0e4c,2:ad8c
11:0e58,1:b828
11:0e76,1:b80e
11:0e8c,1:b828
11:0e9f,1:b828
11:0eae,2:180a
11:0ebc,2:17c0
11:0efc,6:1e72
11:0f3e,5:53da
11:0f50,5:53da
11:0f60,5:53da
11:0f6c,1:86f8
11:0f79,6:1e82
11:0fad,3:2b6e
11:0fbc,3:1fae
11:0fd5,3:2b6e
11:0fe1,1:5054
11:1012,5:50cc
11:1023,5:50cc
11:1032,2:7a14
11:1065,1:3c96
11:1108,5:53da
11:116d,6:bc4a
11:117b,6:bc4a
11:1187,6:bc4a
11:11c2,7:90ac
11:11ee,7:ddd0
11:1203,6:c17c
11:120b,5:802c
11:121f,5:8118
11:122f,5:802c
11:123d,5:802c
11:1245,7:93cc
11:124a,7:940e
11:124f,7:b1c0
11:1256,7:d734
11:126a,10:b222
11:1276,6:c17c
11:1281,7:cc3c
11:12c8,USER.MessageBox
11:12dd,USER.PostMessage
11:12e6,11:1e34
11:12ee,5:60e8
11:1306,USER.wvsprintf
11:131b,USER.MessageBox
11:1334,USER.wvsprintf
11:1349,USER.MessageBox
11:138c,USER.EndDialog
11:13c9,USER.PostMessage
11:13e5,USER.DialogBox
11:141e,USER.WinHelp
11:145f,USER.WinHelp
11:146f,11:2000
11:1488,USER.PostMessage
11:1493,11:1d1a
11:14c0,6:1d3c
11:14db,11:1fe0
11:14f2,11:9a32
11:1511,USER.GetDC
11:151f,GDI.GetDeviceCaps
11:152c,GDI.GetDeviceCaps
11:1537,USER.ReleaseDC
11:155a,11:967c
11:1598,USER.LoadIcon
11:15a6,USER.LoadCursor
11:15c8,USER.RegisterClass
11:15fc,USER.CreateWindow
11:1611,11:6516
11:1648,11:94aa
11:164d,5:6116
11:1656,USER.DestroyWindow
11:1c30,5:4efc
11:1c3b,5:5420
11:1c8d,5:5420
11:1d10,USER.CallNextHookEx
11:1d31,USER.GetClientRect
11:1d47,MMSYSTEM.mciSendCommand
11:1db3,USER.ClientToScreen
11:1dda,USER.SetWindowPos
11:1e22,MMSYSTEM.mciSendCommand
11:1e48,USER.UnhookWindowsHookEx
11:1e5e,MMSYSTEM.mciSendCommand
11:1e70,USER.InvalidateRect
11:1e76,USER.UpdateWindow
11:1ed4,MMSYSTEM.mciSendCommand
11:1f10,MMSYSTEM.mciSendCommand
11:1f2f,MMSYSTEM.mciSendCommand
11:1f4e,USER.MessageBox
11:1f5f,USER.InvalidateRect
11:1f65,USER.UpdateWindow
11:1f7a,USER.GetWindowTask
11:1f80,USER.SetWindowsHookEx
11:1fbf,MMSYSTEM.mciSendCommand
11:1fd5,MMSYSTEM.mciSendCommand
11:2033,11:461c
11:203e,KERNEL.GetDriveType
11:205b,KERNEL.OpenFile
11:206f,KERNEL._lread
11:2078,KERNEL._lclose
11:2087,KERNEL._lclose
11:20a0,5:62fc
11:20b2,3:2b6e
11:20dc,3:2c94
11:2108,5:6478
11:211c,5:65f6
11:2139,5:62d4
11:214d,3:2cce
11:215d,KERNEL.GlobalAlloc
11:2178,KERNEL.GlobalLock
11:218d,KERNEL.GlobalAlloc
11:21a8,KERNEL.GlobalLock
11:21bd,KERNEL.GlobalAlloc
11:21d8,KERNEL.GlobalLock
11:21f4,KERNEL.GlobalUnlock
11:21fd,KERNEL.GlobalFree
11:2206,KERNEL.GlobalUnlock
11:220f,KERNEL.GlobalFree
11:2218,KERNEL.GlobalUnlock
11:2221,KERNEL.GlobalFree
11:223b,KERNEL.GlobalAlloc
11:2256,KERNEL.GlobalLock
11:226b,KERNEL.GlobalAlloc
11:2286,KERNEL.GlobalLock
11:229a,KERNEL.GlobalAlloc
11:22b5,KERNEL.GlobalLock
11:22cd,5:529c
11:22de,KERNEL.GlobalAlloc
11:22f9,KERNEL.GlobalLock
11:230e,KERNEL.GlobalAlloc
11:2329,KERNEL.GlobalLock
11:233b,3:2d3a
11:2354,3:2da2
11:235d,3:2d80
11:236e,KERNEL.GlobalAlloc
11:2389,KERNEL.GlobalLock
11:23a8,KERNEL.GlobalUnlock
11:23b1,KERNEL.GlobalFree
11:23ba,KERNEL.GlobalUnlock
11:23c3,KERNEL.GlobalFree
11:23cc,KERNEL.GlobalUnlock
11:23d5,KERNEL.GlobalFree
11:23de,KERNEL.GlobalUnlock
11:23e7,KERNEL.GlobalFree
11:23f0,KERNEL.GlobalUnlock
11:23f9,KERNEL.GlobalFree
11:2402,KERNEL.GlobalUnlock
11:240b,KERNEL.GlobalFree
11:2425,KERNEL.GlobalAlloc
11:2440,KERNEL.GlobalLock
11:2452,KERNEL.GlobalUnlock
11:245b,KERNEL.GlobalFree
11:246b,KERNEL.GlobalAlloc
11:2486,KERNEL.GlobalLock
11:2498,KERNEL.GlobalUnlock
11:24a1,KERNEL.GlobalFree
11:24b1,KERNEL.GlobalAlloc
11:24cc,KERNEL.GlobalLock
11:24de,KERNEL.GlobalUnlock
11:24e7,KERNEL.GlobalFree
11:24fd,6:b390
11:2507,6:b44c
11:2518,6:b45e
11:2523,6:b4aa
11:2534,6:b516
11:253f,6:b528
11:2550,6:b582
11:2561,6:b594
11:2572,6:b5a6
11:2583,6:b5b8
11:2594,6:b5ca
11:25a5,6:b5dc
11:25bd,6:b3ce
11:25c7,6:d628
11:25d8,6:d63a
11:25e3,6:d686
11:25f4,6:d6f2
11:25ff,6:d704
11:2610,6:d886
11:27a6,5:523e
11:2801,5:523e
11:2824,5:523e
11:283b,5:522c
11:2854,5:523e
11:286e,5:522c
11:2879,5:523e
11:28d0,5:522c
11:2939,5:523e
11:2993,5:523e
11:29b9,5:523e
11:29cb,5:522c
11:29e0,5:523e
11:29fb,5:522c
11:2a06,5:523e
11:2a25,5:522c
11:2a9e,10:e2fa
11:2aab,5:523e
11:2ad3,10:e2fa
11:2af7,5:523e
11:2b45,6:b21c
11:2bae,10:e2fa
11:2be0,5:523e
11:2c1f,10:e2fa
11:2c4a,5:523e
11:2c94,10:e2fa
11:2c9f,5:523e
11:2cbb,10:e2fa
11:2cc6,5:523e
11:2d0e,10:e2fa
11:2d19,5:523e
11:2d35,10:e2fa
11:2d40,5:523e
11:2d85,5:522c
11:2dcf,5:5306
11:2de8,5:5306
11:2e0c,6:a08c
11:2e26,6:a09c
11:2e58,5:5306
11:2e71,5:5306
11:2e95,6:9fa6
11:2eaf,6:9fb6
11:2ed0,5:522c
11:2eec,5:522c
11:2f3f,6:a08c
11:2f56,6:a09c
11:2f93,6:9fa6
11:2faa,6:9fb6
11:3136,6:a016
11:3180,6:a066
11:31cd,6:a0fc
11:3217,6:a14c
11:33b2,5:522c
11:33bb,5:522c
11:341d,4:c2b8
11:342e,6:d5f2
11:343b,6:d728
11:3446,6:d73a
11:34b0,5:522c
11:34b9,5:522c
11:351b,4:c018
11:352c,6:b416
11:3539,6:b54c
11:3544,6:b55e
11:35be,5:522c
11:35c7,5:522c
11:35de,5:522c
11:3603,6:9fda
11:3661,6:a0fc
11:367f,6:a0fc
11:36b6,6:a14c
11:36c1,5:522c
11:36ca,5:522c
11:36e1,5:522c
11:3703,6:a14c
11:370f,6:a122
11:3760,6:a016
11:377e,6:a016
11:37b5,6:a066
11:37c0,5:522c
11:37c9,5:522c
11:37e0,5:522c
11:3802,6:a066
11:380e,6:a03c
11:3888,5:522c
11:3891,5:522c
11:38a8,5:522c
11:38cd,6:a172
11:393c,5:c82e
11:3981,5:c86a
11:39ac,5:c7b8
11:39b7,5:522c
11:39c4,6:b2c8
11:3a09,5:c898
11:3a97,6:b172
11:3ac2,6:b172
11:3b0c,6:a0fc
11:3b1e,6:a0fc
11:3b30,6:a0fc
11:3b3f,6:a0fc
11:3b76,6:a016
11:3b86,6:a016
11:3b96,6:a016
11:3ba5,6:a016
11:3bfc,6:a0fc
11:3c16,6:a14c
11:3c35,5:5358
11:3c44,6:a09c
11:3c72,6:b172
11:3c7c,6:a0d2
11:3c8e,6:a122
11:3cc0,6:a016
11:3cda,6:a066
11:3cf9,5:5358
11:3d08,6:9fb6
11:3d36,6:b172
11:3d40,6:9fec
11:3d52,6:a03c
11:3f5f,5:523e
11:3f7f,5:522c
11:3fd7,5:523e
11:4097,5:522c
11:40ae,5:522c
11:40ca,6:a0c0
11:40dd,6:a0ae
11:4114,5:523e
11:4134,5:522c
11:418c,5:523e
11:4208,10:e2fa
11:421e,5:522c
11:4252,10:e2fa
11:4268,5:522c
11:42cd,5:522c
11:4307,5:522c
11:431d,5:522c
11:4334,5:522c
11:43c7,11:47e3
11:43cf,KERNEL.InitTask
11:43fe,KERNEL.LockSegment
11:4403,KERNEL.GetVersion
11:4418,KERNEL.DOS3Call
11:443a,KERNEL.WaitEvent
11:4443,USER.InitApp
11:444f,11:46f2
11:4454,11:48d4
11:4459,11:4adc
11:4475,11:46c6
11:447e,11:47d5
11:46e4,11:1632
11:4708,KERNEL.DOS3Call
11:472a,KERNEL.DOS3Call
11:485f,KERNEL.DOS3Call
11:4891,KERNEL.DOS3Call
11:48f8,KERNEL.GetModuleFileName
11:4aea,KERNEL.GetDOSEnvironment
11:4b96,11:4cc8
11:4bd4,KERNEL.FatalAppExit
11:4bdd,KERNEL.#1
11:4ca9,11:4e25
11:4d18,11:4cc8
11:4daf,KERNEL.GlobalReAlloc
11:4dbd,KERNEL.GlobalSize
11:4f76,KERNEL.GlobalAlloc
11:4f88,KERNEL.GlobalLock
11:4f9a,KERNEL.GlobalSize
11:58ae,11:7c7e
11:59f4,11:7c7e
11:5b96,UNRESOLVED
11:61a5,11:a3da
11:61b5,11:a2be
11:61d1,GDI.GetPaletteEntries
11:6265,GDI.DeleteObject
11:626a,11:a3da
11:6277,11:a2be
11:6291,GDI.GetPaletteEntries
11:62e5,USER.SelectPalette
11:62f3,USER.RealizePalette
11:6316,USER.InvalidateRect
11:632f,USER.UpdateWindow
11:6378,WING.WinGSetDIBColorTable
11:63c1,WING.WinGBitBlt
11:6405,11:633a
11:654c,11:97d2
11:655e,11:96b4
11:65a0,USER.ReleaseDC
11:65ba,WING.WinGGetDIBPointer
11:65e0,USER.GetDC
11:65f5,USER.SelectPalette
11:6603,USER.RealizePalette
11:6643,11:9840
11:6661,GDI.SelectObject
11:6686,WING.WinGGetDIBPointer
11:6698,11:6054
11:66bc,GDI.CreateFont
11:6744,USER.GetDC
11:6752,GDI.CreateCompatibleDC
11:677b,GDI.CreateDIBitmap
11:678e,GDI.SelectObject
11:67a1,GDI.SetMapMode
11:67b7,GDI.SelectObject
11:67cc,GDI.GetTextMetrics
11:67e0,GDI.GetTextFace
11:67fe,USER.SelectPalette
11:680c,USER.RealizePalette
11:6928,11:6572
11:692d,11:6b56
11:693d,USER.ShowWindow
11:695a,11:633a
11:699d,11:98fe
11:69cf,USER.ReleaseDC
11:69e1,GDI.SetMapMode
11:69f3,GDI.SelectObject
11:6a05,GDI.SelectObject
11:6a13,GDI.DeleteObject
11:6a21,GDI.DeleteDC
11:6a2f,GDI.DeleteObject
11:6a4a,GDI.DeleteObject
11:6b82,11:5094
11:6ba7,11:63ca
11:6bda,11:55ed
11:6c36,11:6b02
11:6cb5,11:63ca
11:6d4e,11:6b02
11:6ef0,11:6b02
11:7153,11:6b02
11:724d,11:7112
11:729a,11:7112
11:72f4,11:7112
11:733e,11:7112
11:739a,11:6cc4
11:7436,11:6ee0
11:74d5,11:6d3e
11:752c,11:5f96
11:753d,11:71ce
11:7559,11:63ca
11:7590,11:5f96
11:75b3,11:6b02
11:772e,11:50cf
11:773e,11:63ca
11:776b,11:5f96
11:778e,11:6b02
11:7a80,11:63ca
11:7ab0,11:5f96
11:7af1,11:6d3e
11:7b00,11:63ca
11:7b2a,11:6ee0
11:7b3b,11:63ca
11:7b71,11:6d3e
11:7b80,11:63ca
11:7bba,11:6ee0
11:7bcb,11:63ca
11:7c4c,11:7568
11:7c57,11:6cc4
11:7c62,11:7a8c
11:7c70,11:774a
11:7cae,11:6b02
11:7d16,11:512d
11:7da9,11:5f96
11:7dd2,KERNEL.GlobalAlloc
11:7ddb,KERNEL.GlobalLock
11:7e4e,11:58dd
11:7e8a,11:57c4
11:7ecc,11:9ca8
11:7efe,11:63ca
11:7f09,KERNEL.GlobalUnlock
11:7f11,KERNEL.GlobalFree
11:7fc8,11:5f96
11:7ffe,KERNEL.GlobalAlloc
11:8007,KERNEL.GlobalLock
11:8033,11:55ed
11:803f,11:6b02
11:80de,11:512d
11:80fb,11:5276
11:8118,11:5195
11:8135,11:51f4
11:8152,11:52e4
11:8178,11:7f1a
11:8184,11:6b02
11:82ac,KERNEL.GlobalUnlock
11:82b4,KERNEL.GlobalFree
11:82c3,11:63ca
11:8334,11:5f96
11:836b,KERNEL.GlobalAlloc
11:8373,KERNEL.GlobalLock
11:8388,11:5777
11:8394,11:6b02
11:842d,11:512d
11:8460,11:5276
11:8493,11:5195
11:84c5,11:51f4
11:84f7,11:52e4
11:8509,KERNEL.GlobalUnlock
11:850f,KERNEL.GlobalFree
11:851e,11:63ca
11:859a,11:5f96
11:85cc,KERNEL.GlobalAlloc
11:85d5,KERNEL.GlobalLock
11:85e4,11:6b02
11:85ff,11:454a
11:864c,11:5359
11:8668,11:56a0
11:8673,KERNEL.GlobalUnlock
11:867b,KERNEL.GlobalFree
11:86ea,11:5f96
11:86fc,11:6b02
11:874b,KERNEL.GlobalAlloc
11:8754,KERNEL.GlobalLock
11:876c,11:454a
11:87af,11:5359
11:87c1,11:572f
11:87cc,KERNEL.GlobalUnlock
11:87d4,KERNEL.GlobalFree
11:8821,11:5359
11:888d,11:5f96
11:8905,GDI.BitBlt
11:8914,11:63ca
11:898b,KERNEL.GlobalAlloc
11:8994,KERNEL.GlobalLock
11:89bb,11:5f96
11:89cb,11:6b02
11:89e6,11:454a
11:8a33,11:5359
11:8a57,11:5f96
11:8a7e,KERNEL.GlobalAlloc
11:8a87,KERNEL.GlobalLock
11:8a9a,11:5777
11:8ab0,11:6b02
11:8af3,11:454a
11:8b30,11:512d
11:8b42,11:63ca
11:8b56,KERNEL.GlobalUnlock
11:8b5e,KERNEL.GlobalFree
11:8b79,11:572f
11:8ba0,11:461c
11:8bd4,KERNEL.GlobalUnlock
11:8bdc,KERNEL.GlobalFree
11:8d09,11:5f96
11:8d67,11:6b02
11:8dd6,11:53c1
11:8dfe,11:5496
11:8e1d,KERNEL.GlobalAlloc
11:8e26,KERNEL.GlobalLock
11:8e3d,11:8be8
11:8ebc,11:512d
11:8ef1,11:5276
11:8f1f,11:5195
11:8f4d,11:51f4
11:8ff2,KERNEL.GlobalUnlock
11:8ffa,KERNEL.GlobalFree
11:9007,11:63ca
11:90bc,GDI.PatBlt
11:90cc,GDI.SetBkMode
11:90df,GDI.SetTextColor
11:90f8,GDI.TextOut
11:911c,GDI.GetDIBits
11:9259,GDI.AnimatePalette
11:9279,USER.SelectPalette
11:9292,USER.RealizePalette
11:93ce,11:9176
11:93d6,11:9460
11:93ee,11:94be
11:9419,11:94be
11:9471,TOOLHELP.TimerCount
11:948d,11:94be
11:9497,TOOLHELP.TimerCount
11:94cf,USER.PeekMessage
11:94dd,USER.TranslateMessage
11:94e7,USER.DispatchMessage
11:94fa,11:94be
11:9504,USER.GetCursorPos
11:9529,USER.ScreenToClient
11:9636,11:633a
11:9682,USER.GetSystemMetrics
11:968f,USER.GetSystemMetrics
11:9698,USER.GetSystemMetrics
11:96a1,USER.GetSystemMetrics
11:96bc,USER.GetSystemMetrics
11:96c5,USER.GetSystemMetrics
11:96ce,USER.GetSystemMetrics
11:96d8,USER.GetSystemMetrics
11:9723,USER.GetSystemMetrics
11:972d,USER.GetSystemMetrics
11:9755,USER.GetWindowRect
11:97c6,USER.MoveWindow
11:980f,11:697c
11:9814,11:660e
11:9832,11:6572
11:984c,WING.WinGRecommendDIBFormat
11:98b8,WING.WinGCreateDC
11:98cf,WING.WinGCreateBitmap
11:98dc,GDI.SelectObject
11:98f1,GDI.DeleteDC
11:9939,GDI.SelectObject
11:9942,GDI.DeleteObject
11:994d,GDI.DeleteDC
11:99a1,11:9956
11:9a29,11:9956
11:9a8e,11:697c
11:9a9c,USER.PostQuitMessage
11:9ad3,USER.InvalidateRect
11:9ae3,USER.BeginPaint
11:9b00,USER.SelectPalette
11:9b08,USER.RealizePalette
11:9b13,USER.GetClientRect
11:9b57,11:633a
11:9b67,USER.EndPaint
11:9bb2,11:99aa
11:9bc4,11:9998
11:9c06,USER.GetDC
11:9c20,USER.SelectPalette
11:9c26,USER.RealizePalette
11:9c31,USER.ReleaseDC
11:9c43,USER.InvalidateRect
11:9c58,USER.DefWindowProc
11:9c8e,USER.DestroyWindow
11:9c97,TOOLHELP.TerminateApp
11:9cb2,11:6b02
11:9d7f,11:512d
11:9e3a,11:512d
11:9f50,11:63ca
11:a01f,11:9e7e
11:a044,11:9ed0
11:a04d,11:6b02
11:a0bd,11:9f10
11:a13b,11:9e7e
11:a150,11:9e7e
11:a162,11:9e7e
11:a16c,11:9ed0
11:a17f,11:6b02
11:a195,11:9f5c
11:a1ad,11:9e7e
11:a1ba,11:9fa0
11:a1ca,11:9e7e
11:a1de,11:9f10
11:a201,11:6b02
11:a217,11:9fe4
11:a23e,11:6b02
11:a254,11:9fe4
11:a271,11:9e7e
11:a282,11:9ed0
11:a299,11:a036
11:a2a3,11:9ed0
11:a2e3,USER.GetDC
11:a2ee,GDI.GetDeviceCaps
11:a308,GDI.GetSystemPaletteEntries
11:a3c6,USER.ReleaseDC
11:a3d1,GDI.CreatePalette
11:a411,USER.GetDC
11:a41f,GDI.CreatePalette
11:a427,USER.SelectPalette
11:a42f,USER.RealizePalette
11:a438,USER.SelectPalette
11:a43e,GDI.DeleteObject
11:a446,USER.ReleaseDC
1:000f,1:63e4
1:0045,2:acb8
1:0094,5:53da
1:00ac,2:be6c
1:00c4,2:be8a
1:00ff,6:b3fa
1:012e,6:b260
1:013f,3:2b6e
1:01c4,3:2b6e
1:0205,6:b260
1:023f,3:2b6e
1:0260,2:ac54
1:028b,6:b516
1:049f,2:ac54
1:04dd,2:ad8c
1:04e7,2:ad62
1:04ed,1:8c5c
1:050c,2:af26
1:0521,2:b262
1:0576,2:ac54
1:0584,1:63e4
1:059b,2:83bc
1:05d6,6:b4c4
1:060b,2:8dd6
1:0622,2:ad62
1:062c,2:ad8c
1:066e,2:ad62
1:0678,2:ad8c
1:068a,6:b4c4
1:06a8,2:acdc
1:06b5,2:ad62
1:06bf,2:ad8c
1:06de,2:ac54
1:06ec,1:63e4
1:070f,6:b4fa
1:074c,2:ac54
1:075a,1:63e4
1:0769,2:83bc
1:077a,6:b4c4
1:07af,2:ad62
1:07bb,2:ad8c
1:07c7,2:ad62
1:07da,2:ad62
1:07e6,2:ad8c
1:07fa,2:ad8c
1:0806,2:ad62
1:0814,2:ad62
1:082d,2:ad8c
1:083b,2:ad8c
1:0875,1:ae74
1:08d4,2:ad62
1:08de,2:ad8c
1:08e8,2:b376
1:08f9,2:acdc
1:090a,6:b4c4
1:0933,2:ad62
1:093d,2:ad8c
1:09a0,2:ac54
1:09ac,1:6668
1:09b8,2:ad62
1:09c4,2:ad8c
1:09e4,2:adee
1:0a8e,1:bc68
1:0aaf,1:bd1a
1:0af4,2:ad62
1:0b09,2:adee
1:0b2e,2:ac54
1:0b3a,1:6668
1:0b4e,2:ad8c
1:0b76,1:bdee
1:0bdc,2:8dd6
1:0bf5,2:8db4
1:0c2c,2:8e2c
1:0c45,2:8e0a
1:0cbb,10:e2fa
1:0cc8,5:522c
1:0cd9,6:b53a
1:0ce2,2:8fbc
1:0ce9,6:c7d8
1:0d17,10:e2fa
1:0d24,5:522c
1:0d31,6:9b44
1:0e70,1:65e0
1:0e82,1:6668
1:0e94,1:6084
1:0eaa,1:6ce0
1:0ec1,2:adee
1:0f64,1:6ca6
1:0f94,1:6c70
1:0fa9,1:63e4
1:101a,1:6668
1:1028,1:6ce0
1:103f,2:adee
1:10fb,2:bbec
1:1112,1:63e4
1:113d,1:65e0
1:1170,1:6668
1:11b0,2:ad9a
1:11bd,2:ac64
1:11ce,1:2706
1:11d8,2:acea
1:1220,1:aab8
1:1238,2:8fbc
1:124d,2:9b08
1:126f,1:669c
1:1283,3:72ce
1:1297,3:699e
1:12a3,1:a460
1:12ac,2:8fbc
1:12b3,6:ca46
1:12cc,6:b63e
1:12e1,1:669c
1:12ee,2:ac54
1:133b,2:ac54
1:1341,2:7de4
1:135b,2:bc1a
1:1364,2:acdc
1:1375,2:ac54
1:13a2,6:d94a
1:13ab,2:ac54
1:13b7,1:64d6
1:13c5,2:ac54
1:13d1,1:63e4
1:13ee,1:509e
1:13fb,1:509e
1:1402,6:a92c
1:1412,6:b742
1:1423,1:508a
1:1436,6:b93e
1:1481,5:4fd8
1:148d,2:ac54
1:1499,1:65e0
1:14a7,1:6ce0
1:14f0,1:adac
1:14fc,2:ac54
1:1514,1:add0
1:155a,2:ac54
1:1568,1:63e4
1:1571,2:ad62
1:157e,2:ad62
1:1596,2:ad8c
1:15a3,2:ad8c
1:15be,2:ad62
1:15de,2:ad62
1:15ef,2:ad8c
1:1602,2:ad8c
1:163f,2:ad62
1:1650,2:ad8c
1:16bc,2:ad62
1:16dd,2:ad8c
1:16f6,2:ad8c
1:1714,2:ad8c
1:172c,2:ad8c
1:179e,2:adee
1:17bb,2:ad8c
1:1812,1:bb7e
1:184a,1:bb7e
1:187c,2:8c48
1:1887,2:8d4a
1:18a3,5:4fd8
1:18af,2:ac54
1:18bd,1:6668
1:18c9,2:ad62
1:18e2,2:adee
1:1923,1:bb7e
1:195d,1:bb7e
1:19a6,2:8c48
1:19b1,2:8d4a
1:19ba,2:8e3e
1:19fd,1:6ca6
1:1a0a,2:8e82
1:1a17,2:9540
1:1a8b,2:acfc
1:1aa0,2:acfc
1:1ac4,2:acfc
1:1ad1,2:acfc
1:1b03,2:ac54
1:1b7c,1:adac
1:1b94,1:add0
1:1bab,2:acfc
1:1bc5,1:aef2
1:1bd5,2:866c
